City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
431,Scottsbluff,US,41.87,-103.67,90.0,25,1,4.7
432,Itaparica,BR,-12.89,-38.68,73.4,88,75,3.36
433,Bang Krathum,TH,16.58,100.3,79.52,86,97,3.13
434,Kamina,CD,-8.74,24.99,68.32,53,10,0.65
435,Moose Factory,CA,51.26,-80.61,60.8,93,90,6.93
436,Jiazi,CN,22.88,116.07,81.34,89,89,7.58
437,Springbok,ZA,-29.66,17.89,39.9,72,0,7.49
438,Medicine Hat,CA,50.05,-110.67,81.0,30,20,12.75
439,Illela,NG,13.73,5.3,90.82,41,0,6.62
440,Wanxian,CN,30.8,108.39,75.4,86,88,3.38
441,Mezen,RU,65.85,44.24,54.9,96,100,8.32
442,Isangel,VU,-19.55,169.27,75.2,69,20,13.87
443,Lulea,SE,65.58,22.15,57.2,82,26,4.7
444,Villazon,BO,-22.09,-65.59,56.91,24,0,4.59
445,Mbuguni,TZ,-3.57,36.95,68.0,88,75,6.17
446,Sao Gabriel Da Cachoeira,BR,-0.13,-67.09,78.64,93,100,1.57
447,Ancud,CL,-41.87,-73.82,43.0,80,75,10.29
448,Martapura,ID,-3.42,114.85,74.08,97,100,2.19
449,Tres Lagoas,BR,-20.75,-51.68,78.12,37,100,5.79
450,Maniitsoq,GL,65.42,-52.9,45.41,74,47,14.65
451,La Union,PE,-5.4,-80.75,81.64,44,0,13.87
452,Gat,IL,31.61,34.76,80.01,72,0,0.87
453,Byron Bay,AU,-28.65,153.62,60.01,93,72,6.46
454,Hovd,MN,48.01,91.64,65.55,46,95,3.69
455,Oudtshoorn,ZA,-33.59,22.2,42.8,75,1,3.36
456,Waingapu,ID,-9.66,120.26,72.88,77,91,8.88
457,Oskemen,KZ,49.96,82.61,55.4,82,40,4.47
458,Mount Isa,AU,-20.73,139.5,53.6,46,0,16.11
459,Kondagaon,IN,19.6,81.67,74.48,86,97,4.47
460,Paracatu,BR,-17.22,-46.87,70.68,51,6,4.12
461,Aripuana,BR,-9.17,-60.63,89.74,41,0,0.51
462,Kukshi,IN,22.2,74.75,82.98,75,60,5.39
463,Mattru,SL,7.62,-11.83,72.72,98,100,3.22
464,Farmington,US,36.73,-108.22,100.0,8,1,8.05
465,Havre-Saint-Pierre,CA,50.23,-63.6,78.8,54,1,8.05
466,Bollnas,SE,61.35,16.39,53.06,83,96,0.38
467,Zunyi,CN,27.69,106.91,70.18,95,100,3.8
468,Nadvoitsy,RU,63.87,34.32,54.66,97,91,7.47
469,Bukoba,TZ,-1.33,31.81,68.0,82,49,1.36
470,Safonovo,RU,55.15,33.22,61.99,96,100,5.23
471,Krasnoarmeysk,RU,51.02,45.7,73.0,44,0,5.99
472,Zyryanka,RU,65.75,150.85,68.22,53,0,4.34
473,Ostersund,SE,63.18,14.64,48.2,70,92,9.17
474,Markova,UA,48.68,24.41,58.78,93,86,7.58
475,Miracema Do Tocantins,BR,-9.56,-48.4,84.9,38,85,1.39
476,Noumea,NC,-22.28,166.46,69.01,88,90,1.12
477,Ostrovnoy,RU,68.05,39.51,53.85,79,45,8.93
478,Amboasary,MG,-25.03,46.38,68.0,88,20,11.41
479,Keflavik,IS,64.0,-22.56,51.8,100,90,12.75
480,Poplar Bluff,US,36.76,-90.39,93.99,46,1,9.17
481,Nemuro,JP,43.32,145.57,56.91,96,100,7.74
482,Tual,ID,-5.67,132.75,79.59,84,87,20.22
483,La Esperanza,GT,14.87,-91.57,69.01,54,100,4.0
484,Odweyne,SO,9.41,45.06,78.46,48,47,16.69
485,Harper,LR,4.38,-7.72,75.52,75,100,8.5
486,Phalombe,MW,-15.81,35.65,65.1,47,0,1.28
487,Mao,ES,39.89,4.27,73.4,73,0,8.05
488,Suntar,RU,62.14,117.63,66.88,93,6,5.37
489,Sibolga,ID,1.74,98.78,75.33,85,100,0.74
490,Rocha,UY,-34.48,-54.33,43.77,70,7,5.08
491,Verkhnechusovskiye Gorodki,RU,58.17,57.11,57.9,83,3,2.06
492,Fort Saint James,CA,54.43,-124.25,61.14,77,100,1.74
493,Jasper,US,37.2,-94.35,96.01,49,1,8.05
494,Lerwick,GB,60.15,-1.15,51.8,100,89,14.99
495,Uruzgan,AF,32.83,66.0,66.13,34,0,4.63
496,Deer Lake,CA,49.17,-57.43,82.4,48,75,8.05
497,Oxford,GB,51.75,-1.26,59.0,58,90,3.36
498,Boyolangu,ID,-8.12,111.89,74.82,89,99,5.86
499,Tarija,BO,-21.54,-64.73,70.57,23,0,7.38
500,Shakhtinsk,KZ,49.71,72.59,48.2,93,0,2.75
501,Onda,ES,39.97,-0.25,73.99,81,0,1.99
502,College,US,64.86,-147.8,66.2,48,75,5.82
503,Saint-Pierre,RE,-21.34,55.48,66.2,82,24,4.7
504,Syamzha,RU,60.02,41.06,63.19,95,55,8.95
505,Rio Grande,BR,-32.03,-52.1,59.0,54,0,4.7
506,Inuvik,CA,68.35,-133.72,59.0,41,40,5.82
507,Adrar,MR,20.5,-10.07,95.5,25,12,10.63
508,Dingle,PH,11.0,122.67,76.62,86,100,1.97
509,Taltal,CL,-25.4,-70.48,61.38,68,22,6.24
510,Buncrana,IE,55.13,-7.45,49.37,80,15,3.67
511,Ferrol,ES,43.48,-8.24,68.0,72,22,9.17
512,Iskateley,RU,67.68,53.15,50.74,82,0,3.38
513,Myitkyina,MM,25.38,97.4,74.25,97,100,1.59
514,Kamaishi,JP,39.27,141.88,66.0,92,100,5.64
515,Moanda,GA,-1.56,13.22,73.17,85,51,2.15
516,Manavalakurichi,IN,8.13,77.3,80.6,88,75,5.82
517,Aswan,EG,24.09,32.91,90.66,19,0,16.49
518,Nizwa,OM,22.93,57.53,88.05,52,56,4.45
519,Srednekolymsk,RU,67.45,153.68,63.52,60,0,5.91
520,Ardakan,IR,32.31,54.02,89.6,21,0,11.41
521,Olutanga,PH,7.31,122.85,79.83,83,100,10.16
522,Kingman,US,35.19,-114.05,111.0,12,1,8.05
523,Araouane,ML,18.9,-3.53,95.47,28,33,9.01
524,Rio Claro,BR,-22.41,-47.56,80.6,34,18,3.36
525,Qala,AZ,40.44,50.17,82.4,51,55,9.17
526,Buy,RU,58.48,41.53,65.01,94,84,11.39
527,Holetown,BB,13.19,-59.64,84.2,74,40,17.22
528,Stokmarknes,NO,68.56,14.91,52.0,84,66,4.0
529,Okhotsk,RU,59.38,143.3,58.21,80,0,5.06
530,Broken Hill,AU,-31.95,141.43,41.0,86,75,4.7
531,Beloha,MG,-25.17,45.05,67.91,64,0,6.06
532,Ometepec,MX,16.68,-98.42,85.19,61,100,2.01
533,Kalemie,CD,-5.95,29.19,72.45,65,39,1.99
534,Skjervoy,NO,70.03,20.97,50.54,76,65,4.09
535,Luang Prabang,LA,19.89,102.13,75.06,88,100,0.69
536,Macaubas,BR,-13.02,-42.7,72.93,34,0,6.89
537,Pasighat,IN,28.07,95.33,75.61,88,100,0.98
538,Mabaruma,GY,8.2,-59.78,82.62,78,72,5.55
539,Ust-Omchug,RU,61.15,149.63,62.04,59,0,4.14
540,Nicolas Bravo,MX,18.45,-88.92,89.6,62,40,11.41
541,Lorengau,PG,-2.02,147.27,81.18,78,85,4.65
542,Nisia Floresta,BR,-6.09,-35.21,73.4,94,90,6.93
543,Muncar,ID,-8.43,114.33,75.63,88,89,8.12
544,Harbour Breton,CA,47.48,-55.8,57.63,89,100,10.16
545,Ipil,PH,7.75,122.52,74.26,92,100,4.23
546,Iquitos,PE,-3.75,-73.25,84.2,70,40,3.36
547,Ust-Nera,RU,64.57,143.2,70.52,29,100,2.57
548,Otuzco,PE,-7.9,-78.58,57.78,69,27,5.86
549,Kuusamo,FI,65.97,29.18,53.6,81,43,6.93
550,Sakakah,SA,29.97,40.21,93.2,17,0,10.29
551,Corpus Christi,US,27.8,-97.4,93.2,63,40,11.41
552,Camopi,GF,3.17,-52.32,78.48,93,100,2.89
553,Bartow,US,27.9,-81.84,89.01,75,62,1.99
554,Dodge City,US,37.75,-100.02,98.6,42,1,10.29
555,Hohhot,CN,40.81,111.65,62.6,93,40,2.24
556,Knysna,ZA,-34.04,23.05,42.8,75,8,3.36
557,Walvis Bay,NA,-22.96,14.51,55.0,87,0,8.05
558,Zhangjiakou,CN,40.81,114.88,69.69,77,100,2.53
559,Jambi,ID,-1.6,103.62,73.22,96,90,3.13
560,Bemidji,US,47.47,-94.88,80.01,50,40,8.05
561,Valle Hermoso,MX,25.67,-97.83,97.0,50,1,14.99
562,Benghazi,LY,32.12,20.07,76.03,73,0,11.25
563,Tura,IN,25.52,90.22,74.28,97,98,6.24
